Todesursache;Total_TU;Alter;Todesfälle;Total_AK;Jahr;Geschlecht;Grösse;Kategorie
Perinatale Todesursachen;68.0;15-44J;0.0;1038.0;1991;Frau;0.0;Perinatale Todesursachen
Unfälle und Gewalteinwirkungen;2020.0;15-44J;349.0;1038.0;1991;Frau;0.33622350674373797;Unfälle und Gewalteinwirkungen
Unfälle insgesamt;1523.0;15-44J;168.0;1038.0;1991;Frau;0.16184971098265896;Unfälle und Gewalteinwirkungen
Strassenverkehrsunfälle;204.0;15-44J;87.0;1038.0;1991;Frau;0.0838150289017341;Unfälle und Gewalteinwirkungen
Suizid;404.0;15-44J;130.0;1038.0;1991;Frau;0.1252408477842004;Unfälle und Gewalteinwirkungen
Demenz;1.0;15-44J;0.0;1038.0;1991;Frau;0.0;Demenz
Infektiöse Krankheiten;317.0;45-64J;26.0;2883.0;1991;Frau;0.009018383628165106;Infektiöse Krankheiten
Tuberkulose;29.0;45-64J;2.0;2883.0;1991;Frau;0.000693721817551162;Infektiöse Krankheiten
AIDS;91.0;45-64J;0.0;2883.0;1991;Frau;0.0;Infektiöse Krankheiten
Bösartige Tumoren;7353.0;45-64J;1514.0;2883.0;1991;Frau;0.5251474158862296;Bösartige Tumoren
Magen;364.0;45-64J;50.0;2883.0;1991;Frau;0.01734304543877905;Bösartige Tumoren
Dickdarm;709.0;45-64J;95.0;2883.0;1991;Frau;0.03295178633368019;Bösartige Tumoren
Lunge;461.0;45-64J;148.0;2883.0;1991;Frau;0.05133541449878599;Bösartige Tumoren
Brust;1721.0;45-64J;480.0;2883.0;1991;Frau;0.16649323621227888;Bösartige Tumoren
Gebärmutterhals;143.0;45-64J;42.0;2883.0;1991;Frau;0.014568158168574402;Bösartige Tumoren
Diabetes mellitus;875.0;45-64J;46.0;2883.0;1991;Frau;0.015955601803676726;Diabetes mellitus
Kreislaufsystem;14670.0;45-64J;553.0;2883.0;1991;Frau;0.19181408255289628;Kreislaufsystem
Herzkrankheiten  insgesamt;10197.0;45-64J;373.0;2883.0;1991;Frau;0.1293791189732917;Kreislaufsystem
Ischämische Herzkrankheiten;4537.0;45-64J;187.0;2883.0;1991;Frau;0.06486298994103365;Kreislaufsystem
Lungenembolie;329.0;45-64J;26.0;2883.0;1991;Frau;0.009018383628165106;Kreislaufsystem
Zerebrovaskuläre Krankheiten;3339.0;45-64J;120.0;2883.0;1991;Frau;0.04162330905306972;Kreislaufsystem
Atmungsorgane insgesamt;1831.0;45-64J;83.0;2883.0;1991;Frau;0.02878945542837322;Atmungsorgane insgesamt
Grippe;163.0;45-64J;2.0;2883.0;1991;Frau;0.000693721817551162;Atmungsorgane insgesamt
Pneumonie;976.0;45-64J;24.0;2883.0;1991;Frau;0.008324661810613945;Atmungsorgane insgesamt
Chronische Bronchitis;310.0;45-64J;34.0;2883.0;1991;Frau;0.011793270898369753;Atmungsorgane insgesamt
Asthma;117.0;45-64J;9.0;2883.0;1991;Frau;0.003121748178980229;Atmungsorgane insgesamt
Alkoholische Leberzirrhose;162.0;45-64J;95.0;2883.0;1991;Frau;0.03295178633368019;Alkoholische Leberzirrhose
Harnorgane;310.0;45-64J;13.0;2883.0;1991;Frau;0.004509191814082553;Harnorgane
Kongenitale Missbildungen;92.0;45-64J;5.0;2883.0;1991;Frau;0.001734304543877905;Kongenitale Missbildungen
Perinatale Todesursachen;68.0;45-64J;0.0;2883.0;1991;Frau;0.0;Perinatale Todesursachen
Unfälle und Gewalteinwirkungen;2020.0;45-64J;263.0;2883.0;1991;Frau;0.0912244190079778;Unfälle und Gewalteinwirkungen
Unfälle insgesamt;1523.0;45-64J;102.0;2883.0;1991;Frau;0.03537981269510926;Unfälle und Gewalteinwirkungen
Strassenverkehrsunfälle;204.0;45-64J;30.0;2883.0;1991;Frau;0.01040582726326743;Unfälle und Gewalteinwirkungen
Suizid;404.0;45-64J;138.0;2883.0;1991;Frau;0.047866805411030174;Unfälle und Gewalteinwirkungen
Demenz;1.0;45-64J;0.0;2883.0;1991;Frau;0.0;Demenz
Infektiöse Krankheiten;317.0;65-84J;104.0;14540.0;1991;Frau;0.007152682255845942;Infektiöse Krankheiten
Tuberkulose;29.0;65-84J;18.0;14540.0;1991;Frau;0.0012379642365887209;Infektiöse Krankheiten
AIDS;91.0;65-84J;1.0;14540.0;1991;Frau;6.87757909215956e-05;Infektiöse Krankheiten
Bösartige Tumoren;7353.0;65-84J;4096.0;14540.0;1991;Frau;0.28170563961485556;Bösartige Tumoren
Magen;364.0;65-84J;195.0;14540.0;1991;Frau;0.013411279229711142;Bösartige Tumoren
Dickdarm;709.0;65-84J;407.0;14540.0;1991;Frau;0.027991746905089408;Bösartige Tumoren
Lunge;461.0;65-84J;251.0;14540.0;1991;Frau;0.017262723521320494;Bösartige Tumoren
Brust;1721.0;65-84J;833.0;14540.0;1991;Frau;0.057290233837689136;Bösartige Tumoren
Gebärmutterhals;143.0;65-84J;66.0;14540.0;1991;Frau;0.0045392022008253095;Bösartige Tumoren
Diabetes mellitus;875.0;65-84J;495.0;14540.0;1991;Frau;0.03404401650618982;Diabetes mellitus
Kreislaufsystem;14670.0;65-84J;6793.0;14540.0;1991;Frau;0.4671939477303989;Kreislaufsystem
Herzkrankheiten  insgesamt;10197.0;65-84J;4670.0;14540.0;1991;Frau;0.32118294360385147;Kreislaufsystem
Ischämische Herzkrankheiten;4537.0;65-84J;2441.0;14540.0;1991;Frau;0.16788170563961485;Kreislaufsystem
Lungenembolie;329.0;65-84J;168.0;14540.0;1991;Frau;0.011554332874828061;Kreislaufsystem
Zerebrovaskuläre Krankheiten;3339.0;65-84J;1603.0;14540.0;1991;Frau;0.11024759284731775;Kreislaufsystem
Atmungsorgane insgesamt;1831.0;65-84J;815.0;14540.0;1991;Frau;0.056052269601100414;Atmungsorgane insgesamt
Grippe;163.0;65-84J;46.0;14540.0;1991;Frau;0.0031636863823933975;Atmungsorgane insgesamt
Pneumonie;976.0;65-84J;378.0;14540.0;1991;Frau;0.025997248968363137;Atmungsorgane insgesamt
Chronische Bronchitis;310.0;65-84J;183.0;14540.0;1991;Frau;0.012585969738651994;Atmungsorgane insgesamt
Asthma;117.0;65-84J;73.0;14540.0;1991;Frau;0.005020632737276478;Atmungsorgane insgesamt
Alkoholische Leberzirrhose;162.0;65-84J;38.0;14540.0;1991;Frau;0.0026134800550206326;Alkoholische Leberzirrhose
Harnorgane;310.0;65-84J;175.0;14540.0;1991;Frau;0.012035763411279229;Harnorgane
Kongenitale Missbildungen;92.0;65-84J;2.0;14540.0;1991;Frau;0.0001375515818431912;Kongenitale Missbildungen
Perinatale Todesursachen;68.0;65-84J;0.0;14540.0;1991;Frau;0.0;Perinatale Todesursachen
Unfälle und Gewalteinwirkungen;2020.0;65-84J;703.0;14540.0;1991;Frau;0.04834938101788171;Unfälle und Gewalteinwirkungen
Unfälle insgesamt;1523.0;65-84J;575.0;14540.0;1991;Frau;0.03954607977991747;Unfälle und Gewalteinwirkungen
Strassenverkehrsunfälle;204.0;65-84J;55.0;14540.0;1991;Frau;0.003782668500687758;Unfälle und Gewalteinwirkungen
Suizid;404.0;65-84J;118.0;14540.0;1991;Frau;0.008115543328748281;Unfälle und Gewalteinwirkungen
Demenz;1.0;65-84J;0.0;14540.0;1991;Frau;0.0;Demenz
Infektiöse Krankheiten;317.0;85+;59.0;11755.0;1991;Frau;0.005019140791152701;Infektiöse Krankheiten
Tuberkulose;29.0;85+;8.0;11755.0;1991;Frau;0.0006805614632071459;Infektiöse Krankheiten
AIDS;91.0;85+;0.0;11755.0;1991;Frau;0.0;Infektiöse Krankheiten
Bösartige Tumoren;7353.0;85+;1426.0;11755.0;1991;Frau;0.12131008081667376;Bösartige Tumoren
Magen;364.0;85+;110.0;11755.0;1991;Frau;0.009357720119098255;Bösartige Tumoren
Dickdarm;709.0;85+;192.0;11755.0;1991;Frau;0.016333475116971502;Bösartige Tumoren
Lunge;461.0;85+;39.0;11755.0;1991;Frau;0.0033177371331348363;Bösartige Tumoren
Brust;1721.0;85+;321.0;11755.0;1991;Frau;0.02730752871118673;Bösartige Tumoren
Gebärmutterhals;143.0;85+;14.0;11755.0;1991;Frau;0.0011909825606125054;Bösartige Tumoren
Diabetes mellitus;875.0;85+;324.0;11755.0;1991;Frau;0.027562739259889408;Diabetes mellitus
Kreislaufsystem;14670.0;85+;7221.0;11755.0;1991;Frau;0.6142917907273501;Kreislaufsystem
Herzkrankheiten  insgesamt;10197.0;85+;5100.0;11755.0;1991;Frau;0.43385793279455553;Kreislaufsystem
Ischämische Herzkrankheiten;4537.0;85+;1897.0;11755.0;1991;Frau;0.16137813696299447;Kreislaufsystem
Lungenembolie;329.0;85+;124.0;11755.0;1991;Frau;0.010548702679710762;Kreislaufsystem
Zerebrovaskuläre Krankheiten;3339.0;85+;1584.0;11755.0;1991;Frau;0.13475116971501488;Kreislaufsystem
Atmungsorgane insgesamt;1831.0;85+;899.0;11755.0;1991;Frau;0.07647809442790302;Atmungsorgane insgesamt
Grippe;163.0;85+;109.0;11755.0;1991;Frau;0.009272649936197364;Atmungsorgane insgesamt
Pneumonie;976.0;85+;559.0;11755.0;1991;Frau;0.04755423224159932;Atmungsorgane insgesamt
Chronische Bronchitis;310.0;85+;92.0;11755.0;1991;Frau;0.007826456826882178;Atmungsorgane insgesamt
Asthma;117.0;85+;29.0;11755.0;1991;Frau;0.002467035304125904;Atmungsorgane insgesamt
Alkoholische Leberzirrhose;162.0;85+;3.0;11755.0;1991;Frau;0.0002552105487026797;Alkoholische Leberzirrhose
Harnorgane;310.0;85+;115.0;11755.0;1991;Frau;0.009783071033602722;Harnorgane
Kongenitale Missbildungen;92.0;85+;0.0;11755.0;1991;Frau;0.0;Kongenitale Missbildungen
Perinatale Todesursachen;68.0;85+;0.0;11755.0;1991;Frau;0.0;Perinatale Todesursachen
Unfälle und Gewalteinwirkungen;2020.0;85+;653.0;11755.0;1991;Frau;0.055550829434283286;Unfälle und Gewalteinwirkungen
Unfälle insgesamt;1523.0;85+;632.0;11755.0;1991;Frau;0.053764355593364524;Unfälle und Gewalteinwirkungen
Strassenverkehrsunfälle;204.0;85+;14.0;11755.0;1991;Frau;0.0011909825606125054;Unfälle und Gewalteinwirkungen
Suizid;404.0;85+;17.0;11755.0;1991;Frau;0.001446193109315185;Unfälle und Gewalteinwirkungen
Demenz;1.0;85+;1.0;11755.0;1991;Frau;8.507018290089324e-05;Demenz
Infektiöse Krankheiten;429.0;0-1J;19.0;226.0;1992;Frau;0.084070796460177;Infektiöse Krankheiten
Tuberkulose;25.0;0-1J;0.0;226.0;1992;Frau;0.0;Infektiöse Krankheiten
AIDS;127.0;0-1J;0.0;226.0;1992;Frau;0.0;Infektiöse Krankheiten
Bösartige Tumoren;7366.0;0-1J;4.0;226.0;1992;Frau;0.017699115044247787;Bösartige Tumoren
Magen;388.0;0-1J;0.0;226.0;1992;Frau;0.0;Bösartige Tumoren
Dickdarm;658.0;0-1J;0.0;226.0;1992;Frau;0.0;Bösartige Tumoren
Lunge;563.0;0-1J;0.0;226.0;1992;Frau;0.0;Bösartige Tumoren
Brust;1688.0;0-1J;0.0;226.0;1992;Frau;0.0;Bösartige Tumoren
Gebärmutterhals;156.0;0-1J;0.0;226.0;1992;Frau;0.0;Bösartige Tumoren
Diabetes mellitus;892.0;0-1J;0.0;226.0;1992;Frau;0.0;Diabetes mellitus
Kreislaufsystem;14550.0;0-1J;3.0;226.0;1992;Frau;0.01327433628318584;Kreislaufsystem
Herzkrankheiten  insgesamt;10188.0;0-1J;2.0;226.0;1992;Frau;0.008849557522123894;Kreislaufsystem
Ischämische Herzkrankheiten;4744.0;0-1J;0.0;226.0;1992;Frau;0.0;Kreislaufsystem
Lungenembolie;284.0;0-1J;1.0;226.0;1992;Frau;0.004424778761061947;Kreislaufsystem
Zerebrovaskuläre Krankheiten;3314.0;0-1J;0.0;226.0;1992;Frau;0.0;Kreislaufsystem
Atmungsorgane insgesamt;1983.0;0-1J;4.0;226.0;1992;Frau;0.017699115044247787;Atmungsorgane insgesamt
Grippe;233.0;0-1J;1.0;226.0;1992;Frau;0.004424778761061947;Atmungsorgane insgesamt
Pneumonie;1069.0;0-1J;1.0;226.0;1992;Frau;0.004424778761061947;Atmungsorgane insgesamt
Chronische Bronchitis;340.0;0-1J;0.0;226.0;1992;Frau;0.0;Atmungsorgane insgesamt
Asthma;127.0;0-1J;0.0;226.0;1992;Frau;0.0;Atmungsorgane insgesamt
Alkoholische Leberzirrhose;148.0;0-1J;0.0;226.0;1992;Frau;0.0;Alkoholische Leberzirrhose
Harnorgane;260.0;0-1J;0.0;226.0;1992;Frau;0.0;Harnorgane
Kongenitale Missbildungen;101.0;0-1J;79.0;226.0;1992;Frau;0.3495575221238938;Kongenitale Missbildungen
Perinatale Todesursachen;63.0;0-1J;62.0;226.0;1992;Frau;0.2743362831858407;Perinatale Todesursachen
Unfälle und Gewalteinwirkungen;1928.0;0-1J;4.0;226.0;1992;Frau;0.017699115044247787;Unfälle und Gewalteinwirkungen
Unfälle insgesamt;1452.0;0-1J;2.0;226.0;1992;Frau;0.008849557522123894;Unfälle und Gewalteinwirkungen
Strassenverkehrsunfälle;198.0;0-1J;0.0;226.0;1992;Frau;0.0;Unfälle und Gewalteinwirkungen
Suizid;381.0;0-1J;0.0;226.0;1992;Frau;0.0;Unfälle und Gewalteinwirkungen
Demenz;1.0;0-1J;0.0;226.0;1992;Frau;0.0;Demenz
Infektiöse Krankheiten;429.0;1-14J;4.0;105.0;1992;Frau;0.0380952380952381;Infektiöse Krankheiten
Tuberkulose;25.0;1-14J;0.0;105.0;1992;Frau;0.0;Infektiöse Krankheiten
AIDS;127.0;1-14J;2.0;105.0;1992;Frau;0.01904761904761905;Infektiöse Krankheiten
Bösartige Tumoren;7366.0;1-14J;29.0;105.0;1992;Frau;0.2761904761904762;Bösartige Tumoren
Magen;388.0;1-14J;0.0;105.0;1992;Frau;0.0;Bösartige Tumoren
Dickdarm;658.0;1-14J;1.0;105.0;1992;Frau;0.009523809523809525;Bösartige Tumoren
Lunge;563.0;1-14J;0.0;105.0;1992;Frau;0.0;Bösartige Tumoren
Brust;1688.0;1-14J;0.0;105.0;1992;Frau;0.0;Bösartige Tumoren
Gebärmutterhals;156.0;1-14J;0.0;105.0;1992;Frau;0.0;Bösartige Tumoren
Diabetes mellitus;892.0;1-14J;0.0;105.0;1992;Frau;0.0;Diabetes mellitus
Kreislaufsystem;14550.0;1-14J;4.0;105.0;1992;Frau;0.0380952380952381;Kreislaufsystem
Herzkrankheiten  insgesamt;10188.0;1-14J;2.0;105.0;1992;Frau;0.01904761904761905;Kreislaufsystem
Ischämische Herzkrankheiten;4744.0;1-14J;0.0;105.0;1992;Frau;0.0;Kreislaufsystem
Lungenembolie;284.0;1-14J;0.0;105.0;1992;Frau;0.0;Kreislaufsystem
Zerebrovaskuläre Krankheiten;3314.0;1-14J;2.0;105.0;1992;Frau;0.01904761904761905;Kreislaufsystem
Atmungsorgane insgesamt;1983.0;1-14J;3.0;105.0;1992;Frau;0.02857142857142857;Atmungsorgane insgesamt
Grippe;233.0;1-14J;2.0;105.0;1992;Frau;0.01904761904761905;Atmungsorgane insgesamt
Pneumonie;1069.0;1-14J;1.0;105.0;1992;Frau;0.009523809523809525;Atmungsorgane insgesamt
Chronische Bronchitis;340.0;1-14J;0.0;105.0;1992;Frau;0.0;Atmungsorgane insgesamt
Asthma;127.0;1-14J;0.0;105.0;1992;Frau;0.0;Atmungsorgane insgesamt
Alkoholische Leberzirrhose;148.0;1-14J;0.0;105.0;1992;Frau;0.0;Alkoholische Leberzirrhose
Harnorgane;260.0;1-14J;0.0;105.0;1992;Frau;0.0;Harnorgane
Kongenitale Missbildungen;101.0;1-14J;14.0;105.0;1992;Frau;0.13333333333333333;Kongenitale Missbildungen
Perinatale Todesursachen;63.0;1-14J;1.0;105.0;1992;Frau;0.009523809523809525;Perinatale Todesursachen
Unfälle und Gewalteinwirkungen;1928.0;1-14J;29.0;105.0;1992;Frau;0.2761904761904762;Unfälle und Gewalteinwirkungen
Unfälle insgesamt;1452.0;1-14J;21.0;105.0;1992;Frau;0.2;Unfälle und Gewalteinwirkungen
Strassenverkehrsunfälle;198.0;1-14J;11.0;105.0;1992;Frau;0.10476190476190476;Unfälle und Gewalteinwirkungen
Suizid;381.0;1-14J;3.0;105.0;1992;Frau;0.02857142857142857;Unfälle und Gewalteinwirkungen
Demenz;1.0;1-14J;0.0;105.0;1992;Frau;0.0;Demenz
Infektiöse Krankheiten;429.0;15-44J;132.0;986.0;1992;Frau;0.13387423935091278;Infektiöse Krankheiten
Tuberkulose;25.0;15-44J;1.0;986.0;1992;Frau;0.0010141987829614604;Infektiöse Krankheiten
AIDS;127.0;15-44J;117.0;986.0;1992;Frau;0.11866125760649088;Infektiöse Krankheiten
Bösartige Tumoren;7366.0;15-44J;270.0;986.0;1992;Frau;0.2738336713995943;Bösartige Tumoren
Magen;388.0;15-44J;13.0;986.0;1992;Frau;0.013184584178498986;Bösartige Tumoren
Dickdarm;658.0;15-44J;9.0;986.0;1992;Frau;0.009127789046653144;Bösartige Tumoren
Lunge;563.0;15-44J;21.0;986.0;1992;Frau;0.02129817444219067;Bösartige Tumoren
Brust;1688.0;15-44J;86.0;986.0;1992;Frau;0.0872210953346856;Bösartige Tumoren
Gebärmutterhals;156.0;15-44J;13.0;986.0;1992;Frau;0.013184584178498986;Bösartige Tumoren
Diabetes mellitus;892.0;15-44J;9.0;986.0;1992;Frau;0.009127789046653144;Diabetes mellitus
Kreislaufsystem;14550.0;15-44J;85.0;986.0;1992;Frau;0.08620689655172414;Kreislaufsystem
Herzkrankheiten  insgesamt;10188.0;15-44J;42.0;986.0;1992;Frau;0.04259634888438134;Kreislaufsystem
Ischämische Herzkrankheiten;4744.0;15-44J;16.0;986.0;1992;Frau;0.016227180527383367;Kreislaufsystem
Lungenembolie;284.0;15-44J;6.0;986.0;1992;Frau;0.006085192697768763;Kreislaufsystem
Zerebrovaskuläre Krankheiten;3314.0;15-44J;26.0;986.0;1992;Frau;0.02636916835699797;Kreislaufsystem
Atmungsorgane insgesamt;1983.0;15-44J;21.0;986.0;1992;Frau;0.02129817444219067;Atmungsorgane insgesamt
Grippe;233.0;15-44J;2.0;986.0;1992;Frau;0.002028397565922921;Atmungsorgane insgesamt
Pneumonie;1069.0;15-44J;10.0;986.0;1992;Frau;0.010141987829614604;Atmungsorgane insgesamt
Chronische Bronchitis;340.0;15-44J;1.0;986.0;1992;Frau;0.0010141987829614604;Atmungsorgane insgesamt
Asthma;127.0;15-44J;8.0;986.0;1992;Frau;0.008113590263691683;Atmungsorgane insgesamt
Alkoholische Leberzirrhose;148.0;15-44J;11.0;986.0;1992;Frau;0.011156186612576065;Alkoholische Leberzirrhose
Harnorgane;260.0;15-44J;3.0;986.0;1992;Frau;0.0030425963488843813;Harnorgane
Kongenitale Missbildungen;101.0;15-44J;3.0;986.0;1992;Frau;0.0030425963488843813;Kongenitale Missbildungen
Perinatale Todesursachen;63.0;15-44J;0.0;986.0;1992;Frau;0.0;Perinatale Todesursachen
Unfälle und Gewalteinwirkungen;1928.0;15-44J;355.0;986.0;1992;Frau;0.36004056795131845;Unfälle und Gewalteinwirkungen
Unfälle insgesamt;1452.0;15-44J;161.0;986.0;1992;Frau;0.16328600405679514;Unfälle und Gewalteinwirkungen
Strassenverkehrsunfälle;198.0;15-44J;82.0;986.0;1992;Frau;0.08316430020283976;Unfälle und Gewalteinwirkungen
Suizid;381.0;15-44J;134.0;986.0;1992;Frau;0.1359026369168357;Unfälle und Gewalteinwirkungen
Demenz;1.0;15-44J;0.0;986.0;1992;Frau;0.0;Demenz
Infektiöse Krankheiten;429.0;45-64J;35.0;2909.0;1992;Frau;0.012031625988312134;Infektiöse Krankheiten
Tuberkulose;25.0;45-64J;1.0;2909.0;1992;Frau;0.00034376074252320387;Infektiöse Krankheiten
AIDS;127.0;45-64J;7.0;2909.0;1992;Frau;0.0024063251976624267;Infektiöse Krankheiten
Bösartige Tumoren;7366.0;45-64J;1584.0;2909.0;1992;Frau;0.5445170161567549;Bösartige Tumoren
Magen;388.0;45-64J;49.0;2909.0;1992;Frau;0.01684427638363699;Bösartige Tumoren
Dickdarm;658.0;45-64J;86.0;2909.0;1992;Frau;0.029563423856995532;Bösartige Tumoren
Lunge;563.0;45-64J;192.0;2909.0;1992;Frau;0.06600206256445514;Bösartige Tumoren
Brust;1688.0;45-64J;473.0;2909.0;1992;Frau;0.16259883121347543;Bösartige Tumoren
Gebärmutterhals;156.0;45-64J;48.0;2909.0;1992;Frau;0.016500515641113784;Bösartige Tumoren
Diabetes mellitus;892.0;45-64J;38.0;2909.0;1992;Frau;0.013062908215881746;Diabetes mellitus
Kreislaufsystem;14550.0;45-64J;553.0;2909.0;1992;Frau;0.19009969061533172;Kreislaufsystem
Herzkrankheiten  insgesamt;10188.0;45-64J;388.0;2909.0;1992;Frau;0.1333791680990031;Kreislaufsystem
Ischämische Herzkrankheiten;4744.0;45-64J;209.0;2909.0;1992;Frau;0.0718459951873496;Kreislaufsystem
Lungenembolie;284.0;45-64J;15.0;2909.0;1992;Frau;0.005156411137848058;Kreislaufsystem
Zerebrovaskuläre Krankheiten;3314.0;45-64J;116.0;2909.0;1992;Frau;0.039876246132691646;Kreislaufsystem
Atmungsorgane insgesamt;1983.0;45-64J;109.0;2909.0;1992;Frau;0.03746992093502922;Atmungsorgane insgesamt
Grippe;233.0;45-64J;3.0;2909.0;1992;Frau;0.0010312822275696115;Atmungsorgane insgesamt
Pneumonie;1069.0;45-64J;35.0;2909.0;1992;Frau;0.012031625988312134;Atmungsorgane insgesamt
Chronische Bronchitis;340.0;45-64J;28.0;2909.0;1992;Frau;0.009625300790649707;Atmungsorgane insgesamt
Asthma;127.0;45-64J;28.0;2909.0;1992;Frau;0.009625300790649707;Atmungsorgane insgesamt
Alkoholische Leberzirrhose;148.0;45-64J;94.0;2909.0;1992;Frau;0.03231350979718116;Alkoholische Leberzirrhose
Harnorgane;260.0;45-64J;17.0;2909.0;1992;Frau;0.005843932622894466;Harnorgane
Kongenitale Missbildungen;101.0;45-64J;4.0;2909.0;1992;Frau;0.0013750429700928155;Kongenitale Missbildungen
Perinatale Todesursachen;63.0;45-64J;0.0;2909.0;1992;Frau;0.0;Perinatale Todesursachen
Unfälle und Gewalteinwirkungen;1928.0;45-64J;243.0;2909.0;1992;Frau;0.08353386043313854;Unfälle und Gewalteinwirkungen
Unfälle insgesamt;1452.0;45-64J;106.0;2909.0;1992;Frau;0.03643863870745961;Unfälle und Gewalteinwirkungen
Strassenverkehrsunfälle;198.0;45-64J;38.0;2909.0;1992;Frau;0.013062908215881746;Unfälle und Gewalteinwirkungen
Suizid;381.0;45-64J;123.0;2909.0;1992;Frau;0.042282571330354075;Unfälle und Gewalteinwirkungen
Demenz;1.0;45-64J;0.0;2909.0;1992;Frau;0.0;Demenz
Infektiöse Krankheiten;429.0;65-84J;152.0;14309.0;1992;Frau;0.010622685023411838;Infektiöse Krankheiten
Tuberkulose;25.0;65-84J;13.0;14309.0;1992;Frau;0.0009085191138444335;Infektiöse Krankheiten
AIDS;127.0;65-84J;1.0;14309.0;1992;Frau;6.988608568034104e-05;Infektiöse Krankheiten
Bösartige Tumoren;7366.0;65-84J;3982.0;14309.0;1992;Frau;0.278286393179118;Bösartige Tumoren
Magen;388.0;65-84J;201.0;14309.0;1992;Frau;0.01404710322174855;Bösartige Tumoren
Dickdarm;658.0;65-84J;377.0;14309.0;1992;Frau;0.026347054301488572;Bösartige Tumoren
Lunge;563.0;65-84J;306.0;14309.0;1992;Frau;0.02138514221818436;Bösartige Tumoren
Brust;1688.0;65-84J;782.0;14309.0;1992;Frau;0.0546509190020267;Bösartige Tumoren
Gebärmutterhals;156.0;65-84J;82.0;14309.0;1992;Frau;0.0057306590257879654;Bösartige Tumoren
Diabetes mellitus;892.0;65-84J;484.0;14309.0;1992;Frau;0.033824865469285065;Diabetes mellitus
Kreislaufsystem;14550.0;65-84J;6654.0;14309.0;1992;Frau;0.4650220141169893;Kreislaufsystem
Herzkrankheiten  insgesamt;10188.0;65-84J;4651.0;14309.0;1992;Frau;0.3250401844992662;Kreislaufsystem
Ischämische Herzkrankheiten;4744.0;65-84J;2490.0;14309.0;1992;Frau;0.1740163533440492;Kreislaufsystem
Lungenembolie;284.0;65-84J;166.0;14309.0;1992;Frau;0.011601090222936613;Kreislaufsystem
Zerebrovaskuläre Krankheiten;3314.0;65-84J;1530.0;14309.0;1992;Frau;0.10692571109092179;Kreislaufsystem
Atmungsorgane insgesamt;1983.0;65-84J;840.0;14309.0;1992;Frau;0.05870431197148648;Atmungsorgane insgesamt
Grippe;233.0;65-84J;82.0;14309.0;1992;Frau;0.0057306590257879654;Atmungsorgane insgesamt
Pneumonie;1069.0;65-84J;392.0;14309.0;1992;Frau;0.027395345586693688;Atmungsorgane insgesamt
Chronische Bronchitis;340.0;65-84J;199.0;14309.0;1992;Frau;0.013907331050387868;Atmungsorgane insgesamt
Asthma;127.0;65-84J;63.0;14309.0;1992;Frau;0.004402823397861486;Atmungsorgane insgesamt
Alkoholische Leberzirrhose;148.0;65-84J;42.0;14309.0;1992;Frau;0.002935215598574324;Alkoholische Leberzirrhose
Harnorgane;260.0;65-84J;134.0;14309.0;1992;Frau;0.0093647354811657;Harnorgane
Kongenitale Missbildungen;101.0;65-84J;1.0;14309.0;1992;Frau;6.988608568034104e-05;Kongenitale Missbildungen
Perinatale Todesursachen;63.0;65-84J;0.0;14309.0;1992;Frau;0.0;Perinatale Todesursachen
Unfälle und Gewalteinwirkungen;1928.0;65-84J;630.0;14309.0;1992;Frau;0.044028233978614856;Unfälle und Gewalteinwirkungen
Unfälle insgesamt;1452.0;65-84J;511.0;14309.0;1992;Frau;0.035711789782654275;Unfälle und Gewalteinwirkungen
Strassenverkehrsunfälle;198.0;65-84J;60.0;14309.0;1992;Frau;0.0041931651408204625;Unfälle und Gewalteinwirkungen
Suizid;381.0;65-84J;107.0;14309.0;1992;Frau;0.007477811167796492;Unfälle und Gewalteinwirkungen
Demenz;1.0;65-84J;0.0;14309.0;1992;Frau;0.0;Demenz
Infektiöse Krankheiten;429.0;85+;87.0;12097.0;1992;Frau;0.007191865751839299;Infektiöse Krankheiten
Tuberkulose;25.0;85+;10.0;12097.0;1992;Frau;0.0008266512358435976;Infektiöse Krankheiten
AIDS;127.0;85+;0.0;12097.0;1992;Frau;0.0;Infektiöse Krankheiten
Bösartige Tumoren;7366.0;85+;1497.0;12097.0;1992;Frau;0.12374969000578656;Bösartige Tumoren
Magen;388.0;85+;125.0;12097.0;1992;Frau;0.01033314044804497;Bösartige Tumoren
Dickdarm;658.0;85+;185.0;12097.0;1992;Frau;0.015293047863106556;Bösartige Tumoren
Lunge;563.0;85+;44.0;12097.0;1992;Frau;0.0036372654377118292;Bösartige Tumoren
